Year,District,Neighbourhood,Place_of_origin,Amount
2021,Ciutat Vella,la Barceloneta,Rioja,1
2021,Ciutat Vella,la Barceloneta,Ceuta,3
2021,Ciutat Vella,la Barceloneta,Melilla,2
2021,Ciutat Vella,la Barceloneta,Foreign countries,961
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Andalusia,53
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Aragon,12
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Asturias,7
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Balearic Islands,36
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Canary Islands,30
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Cantabria,4
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Castile and Leon,18
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Castile-La Mancha,4
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Catalonia,514
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Valencian Community,44
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Extremadura,4
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Galicia,32
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Community of Madrid,86
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Murcia,12
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Navarra,3
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Basque Country,22
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Rioja,2
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Ceuta,1
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Melilla,0
2021,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Foreign countries,1717
2021,Eixample,el Fort Pienc,Andalusia,63
2021,Eixample,el Fort Pienc,Aragon,17
2021,Eixample,el Fort Pienc,Asturias,11
2021,Eixample,el Fort Pienc,Balearic Islands,33
2021,Eixample,el Fort Pienc,Canary Islands,27
2021,Eixample,el Fort Pienc,Cantabria,12
2021,Eixample,el Fort Pienc,Castile and Leon,16
2021,Eixample,el Fort Pienc,Castile-La Mancha,14
2021,Eixample,el Fort Pienc,Catalonia,696
2021,Eixample,el Fort Pienc,Valencian Community,62
2021,Eixample,el Fort Pienc,Extremadura,8
2021,Eixample,el Fort Pienc,Galicia,16
2021,Eixample,el Fort Pienc,Community of Madrid,115
2021,Eixample,el Fort Pienc,Murcia,11
2021,Eixample,el Fort Pienc,Navarra,5
2021,Eixample,el Fort Pienc,Basque Country,19
2021,Eixample,el Fort Pienc,Rioja,5
2021,Eixample,el Fort Pienc,Ceuta,1
2021,Eixample,el Fort Pienc,Melilla,3
2021,Eixample,el Fort Pienc,Foreign countries,1606
2021,Eixample,la Sagrada Familia,Andalusia,100
2021,Eixample,la Sagrada Familia,Aragon,37
2021,Eixample,la Sagrada Familia,Asturias,15
2021,Eixample,la Sagrada Familia,Balearic Islands,41
2021,Eixample,la Sagrada Familia,Canary Islands,47
2021,Eixample,la Sagrada Familia,Cantabria,6
2021,Eixample,la Sagrada Familia,Castile and Leon,36
2021,Eixample,la Sagrada Familia,Castile-La Mancha,25
2021,Eixample,la Sagrada Familia,Catalonia,1070
2021,Eixample,la Sagrada Familia,Valencian Community,116
2021,Eixample,la Sagrada Familia,Extremadura,8
2021,Eixample,la Sagrada Familia,Galicia,49
2021,Eixample,la Sagrada Familia,Community of Madrid,155
2021,Eixample,la Sagrada Familia,Murcia,19
2021,Eixample,la Sagrada Familia,Navarra,7
2021,Eixample,la Sagrada Familia,Basque Country,38
2021,Eixample,la Sagrada Familia,Rioja,4
2021,Eixample,la Sagrada Familia,Ceuta,0
2021,Eixample,la Sagrada Familia,Melilla,2
2021,Eixample,la Sagrada Familia,Foreign countries,2081
2021,Eixample,la Dreta de l'Eixample,Andalusia,108
2021,Eixample,la Dreta de l'Eixample,Aragon,25
2021,Eixample,la Dreta de l'Eixample,Asturias,13
2021,Eixample,la Dreta de l'Eixample,Balearic Islands,43
2021,Eixample,la Dreta de l'Eixample,Canary Islands,30
2021,Eixample,la Dreta de l'Eixample,Cantabria,6
2021,Eixample,la Dreta de l'Eixample,Castile and Leon,29
2021,Eixample,la Dreta de l'Eixample,Castile-La Mancha,16
2021,Eixample,la Dreta de l'Eixample,Catalonia,696
2021,Eixample,la Dreta de l'Eixample,Valencian Community,66
2021,Eixample,la Dreta de l'Eixample,Extremadura,6
2021,Eixample,la Dreta de l'Eixample,Galicia,37
2021,Eixample,la Dreta de l'Eixample,Community of Madrid,173
2021,Eixample,la Dreta de l'Eixample,Murcia,15
2021,Eixample,la Dreta de l'Eixample,Navarra,12
2021,Eixample,la Dreta de l'Eixample,Basque Country,26
2021,Eixample,la Dreta de l'Eixample,Rioja,1
2021,Eixample,la Dreta de l'Eixample,Ceuta,0
2021,Eixample,la Dreta de l'Eixample,Melilla,0
2021,Eixample,la Dreta de l'Eixample,Foreign countries,2625
2021,Eixample,l'Antiga Esquerra de l'Eixample,Andalusia,102
2021,Eixample,l'Antiga Esquerra de l'Eixample,Aragon,22
2021,Eixample,l'Antiga Esquerra de l'Eixample,Asturias,14
2021,Eixample,l'Antiga Esquerra de l'Eixample,Balearic Islands,47
2021,Eixample,l'Antiga Esquerra de l'Eixample,Canary Islands,37
2021,Eixample,l'Antiga Esquerra de l'Eixample,Cantabria,9
2021,Eixample,l'Antiga Esquerra de l'Eixample,Castile and Leon,29
2021,Eixample,l'Antiga Esquerra de l'Eixample,Castile-La Mancha,17
2021,Eixample,l'Antiga Esquerra de l'Eixample,Catalonia,869
2021,Eixample,l'Antiga Esquerra de l'Eixample,Valencian Community,87
2021,Eixample,l'Antiga Esquerra de l'Eixample,Extremadura,17
2021,Eixample,l'Antiga Esquerra de l'Eixample,Galicia,53
2021,Eixample,l'Antiga Esquerra de l'Eixample,Community of Madrid,167
2021,Eixample,l'Antiga Esquerra de l'Eixample,Murcia,23
2021,Eixample,l'Antiga Esquerra de l'Eixample,Navarra,11
2021,Eixample,l'Antiga Esquerra de l'Eixample,Basque Country,34
2021,Eixample,l'Antiga Esquerra de l'Eixample,Rioja,1
2021,Eixample,l'Antiga Esquerra de l'Eixample,Ceuta,0
2021,Eixample,l'Antiga Esquerra de l'Eixample,Melilla,0
2021,Eixample,l'Antiga Esquerra de l'Eixample,Foreign countries,2387
2021,Eixample,la Nova Esquerra de l'Eixample,Andalusia,83
2021,Eixample,la Nova Esquerra de l'Eixample,Aragon,25
2021,Eixample,la Nova Esquerra de l'Eixample,Asturias,21
2021,Eixample,la Nova Esquerra de l'Eixample,Balearic Islands,68
2021,Eixample,la Nova Esquerra de l'Eixample,Canary Islands,31
2021,Eixample,la Nova Esquerra de l'Eixample,Cantabria,6
2021,Eixample,la Nova Esquerra de l'Eixample,Castile and Leon,40
2021,Eixample,la Nova Esquerra de l'Eixample,Castile-La Mancha,16
2021,Eixample,la Nova Esquerra de l'Eixample,Catalonia,1227
2021,Eixample,la Nova Esquerra de l'Eixample,Valencian Community,122
2021,Eixample,la Nova Esquerra de l'Eixample,Extremadura,10
2021,Eixample,la Nova Esquerra de l'Eixample,Galicia,45
2021,Eixample,la Nova Esquerra de l'Eixample,Community of Madrid,170
2021,Eixample,la Nova Esquerra de l'Eixample,Murcia,23
2021,Eixample,la Nova Esquerra de l'Eixample,Navarra,14
2021,Eixample,la Nova Esquerra de l'Eixample,Basque Country,33
2021,Eixample,la Nova Esquerra de l'Eixample,Rioja,7
2021,Eixample,la Nova Esquerra de l'Eixample,Ceuta,0
2021,Eixample,la Nova Esquerra de l'Eixample,Melilla,3
2021,Eixample,la Nova Esquerra de l'Eixample,Foreign countries,2105
2021,Eixample,Sant Antoni,Andalusia,76
2021,Eixample,Sant Antoni,Aragon,15
2021,Eixample,Sant Antoni,Asturias,16
2021,Eixample,Sant Antoni,Balearic Islands,43
2021,Eixample,Sant Antoni,Canary Islands,24
2021,Eixample,Sant Antoni,Cantabria,7
2021,Eixample,Sant Antoni,Castile and Leon,17
2021,Eixample,Sant Antoni,Castile-La Mancha,5
2021,Eixample,Sant Antoni,Catalonia,746
2021,Eixample,Sant Antoni,Valencian Community,58
2021,Eixample,Sant Antoni,Extremadura,3
2021,Eixample,Sant Antoni,Galicia,33
2021,Eixample,Sant Antoni,Community of Madrid,116
2021,Eixample,Sant Antoni,Murcia,11
2021,Eixample,Sant Antoni,Navarra,10
2021,Eixample,Sant Antoni,Basque Country,23
2021,Eixample,Sant Antoni,Rioja,2
2021,Eixample,Sant Antoni,Ceuta,1
2021,Eixample,Sant Antoni,Melilla,0
2021,Eixample,Sant Antoni,Foreign countries,1420
2021,Sants-Montjuic,el Poble Sec,Andalusia,71
2021,Sants-Montjuic,el Poble Sec,Aragon,25
2021,Sants-Montjuic,el Poble Sec,Asturias,10
2021,Sants-Montjuic,el Poble Sec,Balearic Islands,31
2021,Sants-Montjuic,el Poble Sec,Canary Islands,33
2021,Sants-Montjuic,el Poble Sec,Cantabria,3
2021,Sants-Montjuic,el Poble Sec,Castile and Leon,17
2021,Sants-Montjuic,el Poble Sec,Castile-La Mancha,14
2021,Sants-Montjuic,el Poble Sec,Catalonia,884
2021,Sants-Montjuic,el Poble Sec,Valencian Community,67
2021,Sants-Montjuic,el Poble Sec,Extremadura,14
2021,Sants-Montjuic,el Poble Sec,Galicia,25
2021,Sants-Montjuic,el Poble Sec,Community of Madrid,102
2021,Sants-Montjuic,el Poble Sec,Murcia,7
2021,Sants-Montjuic,el Poble Sec,Navarra,10
2021,Sants-Montjuic,el Poble Sec,Basque Country,25
2021,Sants-Montjuic,el Poble Sec,Rioja,2
2021,Sants-Montjuic,el Poble Sec,Ceuta,0
2021,Sants-Montjuic,el Poble Sec,Melilla,2
2021,Sants-Montjuic,el Poble Sec,Foreign countries,1498
2021,Sants-Montjuic,la Marina del Prat Vermell,Andalusia,1
2021,Sants-Montjuic,la Marina del Prat Vermell,Aragon,0
2021,Sants-Montjuic,la Marina del Prat Vermell,Asturias,0
2021,Sants-Montjuic,la Marina del Prat Vermell,Balearic Islands,1
2021,Sants-Montjuic,la Marina del Prat Vermell,Canary Islands,1
2021,Sants-Montjuic,la Marina del Prat Vermell,Cantabria,1
2021,Sants-Montjuic,la Marina del Prat Vermell,Castile and Leon,0
2021,Sants-Montjuic,la Marina del Prat Vermell,Castile-La Mancha,0
2021,Sants-Montjuic,la Marina del Prat Vermell,Catalonia,40
2021,Sants-Montjuic,la Marina del Prat Vermell,Valencian Community,0
